zipcode,luse1,luse2,luse3,luse4,luse5,luse6,hhsize2,income5,PREDICTED_size
57.0,5.6904,5.64836,5.61579,5.74176,5.83354,5.56776,0,1.0,12865.423857475389
28.0,6.0331,6.04528,6.11845,6.42448,6.55878,6.24933,0,0.0,9705.149531910325
53.0,6.36,6.31044,6.29527,6.36445,6.45939,6.33505,0,0.0,13521.35066891216
60.0,6.11684,6.00261,6.14951,6.57588,6.41654,6.21609,0,0.0,10077.80608205766
43.0,5.68694,5.57021,5.50767,5.64117,6.00545,5.71194,0,0.0,14896.267692592837
15.0,6.88338,6.88544,6.94616,7.15647,7.66512,7.14247,0,1.0,5639.894546447314
60.0,6.22693,6.26779,6.29883,6.56458,6.85192,6.30153,0,0.0,9864.283976798913
57.0,6.65627,6.63578,6.63645,6.79509,6.95803,6.61289,1,0.0,11076.006133600957
15.0,5.15749,5.04454,5.03169,5.12958,5.17891,5.0661,0,0.0,13556.10014531988
49.0,6.39056,6.55334,6.70747,7.18887,7.57387,6.66609,0,0.0,6098.926905757655
42.0,7.07286,7.1503,7.3196,7.66299,7.93186,7.68817,0,0.0,7202.1313799958825
42.0,6.56477,6.64014,6.65357,6.72337,6.90626,6.60291,0,1.0,12417.566911330157
42.0,5.94828,6.00761,6.36564,6.75281,6.78674,6.41875,0,0.0,2241.3742249165625
28.0,6.55556,6.00311,6.14433,6.42956,6.44598,6.24126,0,0.0,14315.527605047986
57.0,7.38132,7.06201,7.20537,7.44114,7.5418,6.97117,0,0.0,12089.476364412198
1.0,4.83003,4.91069,5.00512,5.18049,5.22389,4.92866,1,0.0,12900.638631806669
15.0,5.05772,5.39472,5.40177,5.70204,5.85125,5.17422,0,0.0,5805.367924426226
49.0,6.0965,6.20358,6.28431,6.67853,6.9139,6.36825,0,0.0,8449.488893987374
28.0,6.75151,6.69052,6.765,7.06094,7.17701,6.89017,0,0.0,11344.341428167107
28.0,6.00054,5.95981,6.06379,6.25157,6.28212,6.28621,1,0.0,12984.170424547316
42.0,4.95527,4.79776,3.84744,3.72508,5.23989,5.36771,0,0.0,17941.65585392543
49.0,6.02484,4.79892,5.98244,6.5585,6.46559,5.87544,0,0.0,9570.733753980152
28.0,6.14039,6.32071,6.29711,6.70971,6.98959,6.64992,0,1.0,15464.377013221605
49.0,6.45589,6.5064,6.65551,6.87898,7.07157,6.73976,1,0.0,11913.795390190451
54.0,5.84407,5.86595,5.83897,6.06499,6.45963,5.92788,1,0.0,13441.973022149654
54.0,4.96581,5.28949,5.27095,5.27913,5.31308,5.20634,0,0.0,7554.8981398644
28.0,5.546,5.61825,5.64647,5.50818,5.57531,5.59033,0,0.0,10267.264789596986
52.0,5.87111,5.91567,5.97743,6.11613,6.12051,6.10327,1,0.0,13150.485178315244
28.0,6.44173,6.42643,6.50209,6.80475,6.91138,6.56058,0,0.0,11757.324789701843
42.0,6.16787,6.00193,6.00134,6.34967,6.56863,6.26049,1,0.0,13438.637748986554
42.0,6.35121,6.36736,6.6235,7.02974,7.10259,6.68318,0,0.0,4705.633584157299
75.0,6.70154,6.73134,6.84463,6.86275,6.98436,6.87109,1,0.0,12485.585402877019
1.0,6.28131,6.27118,6.34496,6.49696,6.71157,6.42895,0,0.0,9981.97615236697
54.0,6.13556,5.94621,5.8554,6.01922,6.05568,6.21324,1,1.0,4432.712709621783
54.0,6.01731,6.06025,5.98457,6.09459,6.16853,6.05443,1,0.0,14082.683554603555
42.0,6.62652,6.67513,7.04672,7.29326,7.38154,7.09695,0,0.0,2469.387633194843
28.0,6.49291,6.4004,6.38981,6.56726,6.55718,6.235,0,1.0,13013.985442335279
49.0,6.08685,6.04321,6.0211,6.13273,6.31838,6.26264,1,0.0,13742.3377243904
15.0,5.723,5.70757,5.70058,5.94712,6.10098,5.75161,0,0.0,14650.0183015476
53.0,5.37695,5.46625,5.42935,5.36194,5.46801,5.43492,1,0.0,13382.564007140862
53.0,5.98177,6.20629,6.34236,6.60977,6.63827,6.34981,0,0.0,5614.259482263555
57.0,7.01871,7.03482,6.96663,7.33531,7.52476,7.00538,0,0.0,12833.841949308204
50.0,6.40605,5.95648,5.91557,6.04573,6.12903,6.0305,0,0.0,15050.08833174803
15.0,6.22211,6.27066,6.23628,6.35415,6.56475,6.41696,1,0.0,13134.82391078153
75.0,6.84722,7.04685,7.14894,7.46175,7.45775,7.05096,1,0.0,11604.95944736147
28.0,6.49266,6.3633,6.46306,6.6322,6.63056,6.48493,1,1.0,8442.891273581512
53.0,6.28126,6.11686,6.36053,6.79513,6.9834,6.39139,0,0.0,6750.896918588658
42.0,5.6439,5.71103,6.14049,6.62854,6.74877,6.52446,0,0.0,1822.3765096638344
53.0,6.30694,6.36229,6.38125,6.6444,6.76004,6.46675,1,0.0,10987.46346449593
15.0,5.88905,6.02886,6.13432,6.40447,6.55859,6.00588,1,0.0,11419.110607388606
1.0,7.16556,7.13004,7.24711,7.4878,7.58934,7.12041,1,0.0,9962.87974404994
54.0,5.19395,5.08311,5.0088,5.37368,5.75876,4.86835,0,0.0,14293.335205859794
28.0,5.60194,5.62446,5.61319,5.85263,6.076,5.85287,0,1.0,13574.356564127052
59.0,6.68393,6.7763,6.90205,7.212,7.1223,6.85499,0,0.0,7692.3576873402135
42.0,5.80565,5.72193,5.79753,6.23391,6.532,6.1406,0,0.0,11447.943338475228
1.0,5.61775,5.47199,5.64139,6.14051,6.31586,5.65595,1,1.0,11780.273958407077
54.0,5.67746,5.59366,5.65291,5.84242,5.77097,5.54917,0,0.0,12245.9682245391
57.0,6.89965,6.97415,6.84856,6.91093,6.98377,6.65751,0,1.0,7649.818664526867
15.0,6.0871,6.07201,6.0399,6.04305,6.5348,6.29491,1,0.0,13924.10174285097
58.0,5.58157,5.74652,5.69494,5.87781,6.23452,5.75841,1,0.0,12950.074374313886
57.0,6.2551,6.13412,6.00999,6.35812,6.4772,6.20456,1,0.0,14076.142035346671
52.0,6.276,5.7512,5.50698,5.07468,6.39888,5.95534,0,0.0,17980.072565079055
42.0,5.16985,5.19773,5.12577,5.18086,5.20508,5.19349,0,0.0,14151.07752153657
53.0,6.26136,6.29452,6.35972,6.78256,6.99486,6.632,0,0.0,9216.051889328928
53.0,6.08773,5.91453,5.96512,6.26164,6.37225,6.01122,1,0.0,13938.210803135364
42.0,5.07503,5.04484,4.99764,5.0551,5.14939,5.10856,1,0.0,13433.778927058502
57.0,4.89681,4.78076,4.74658,5.03821,5.32012,5.03435,0,1.0,12522.761957270508
15.0,6.66229,7.16733,7.4299,7.95921,7.97395,6.97725,1,0.0,13615.813385775908
53.0,5.70933,5.66534,5.67796,5.86423,6.05099,5.69454,0,0.0,13118.444333013334
57.0,5.5449,5.65438,6.0332,6.52885,6.604,6.40956,0,0.0,1653.2228595378474
49.0,6.98034,7.07928,7.04143,7.21919,7.31717,6.98634,0,0.0,12913.431759891699
54.0,6.15533,6.15804,5.77885,6.11039,6.27833,5.99161,0,1.0,4170.260765960753
15.0,5.05676,5.18931,5.20865,5.30201,5.78474,6.13651,0,0.0,9357.371459375292
53.0,6.69998,6.58315,6.55697,6.6922,6.84039,6.78236,0,0.0,14492.970969784728
49.0,5.58802,5.87416,6.04603,6.25908,6.45661,5.98353,0,0.0,4009.187973026308
49.0,5.49569,5.53032,6.12064,6.10186,5.97191,5.57817,1,0.0,13748.785112697682
15.0,6.84773,6.83686,6.74671,6.65366,6.64583,6.70371,0,0.0,14838.503252700139
15.0,5.80277,6.08203,6.3252,6.45526,6.5716,6.08716,0,0.0,3518.392028926951
1.0,6.28513,6.4726,6.82661,7.11204,7.06068,6.51073,0,0.0,1144.7415194192126
54.0,6.10221,6.2851,6.28202,6.37754,6.40708,6.3866,1,0.0,12986.116333800102
15.0,4.072,4.17757,4.14934,4.21169,4.26015,4.1012,1,0.0,13268.282214872032
28.0,5.43294,5.47554,5.51101,5.7529,5.85155,5.43592,0,0.0,9887.868744283778
28.0,6.7628,6.71685,6.62934,6.9284,7.2374,6.83163,0,0.0,15042.086798364668
15.0,5.84103,5.89725,5.88614,5.82097,6.02004,5.90871,0,0.0,13635.093963131443
60.0,6.67375,6.73215,6.84355,7.27147,7.4542,6.71774,0,0.0,8253.308466904706
57.0,6.41043,6.47086,6.59954,6.96962,7.1179,6.57821,0,0.0,7919.803793288883
42.0,6.72837,6.72935,6.73015,7.13988,7.24953,6.93133,0,1.0,15413.04163018449
25.0,7.15512,7.22462,7.27983,7.33804,7.38461,7.20173,0,0.0,11172.875688747086
21.0,6.29862,4.33752,4.17615,4.27459,4.19694,4.39061,0,0.0,17276.68751128154
42.0,6.45486,6.48105,6.50704,6.75215,6.8851,6.61098,0,0.0,12553.866975560813
75.0,5.62959,5.706,6.12103,6.20323,6.23792,5.7921,1,1.0,16317.293991810267
42.0,6.72333,6.64091,6.60722,6.76598,6.87602,6.64753,0,0.0,14269.574478096205
60.0,5.5917,6.09426,6.1935,6.4113,6.41316,5.83947,1,0.0,12656.272557983892
49.0,5.59479,5.76802,5.75587,5.93968,6.25212,5.76096,1,0.0,12603.555753122355
54.0,6.17014,6.21839,6.44994,6.84035,6.97855,6.28461,0,0.0,4395.54231901136
25.0,6.70273,6.67622,6.36929,6.30356,6.47945,6.7238,0,0.0,17199.674891840386
57.0,4.2481,5.22923,4.92217,5.00313,5.53783,5.38981,1,0.0,12673.36049976649
58.0,5.78475,5.91657,6.1082,6.36318,6.53271,5.90823,1,0.0,11253.079062898232
28.0,5.55507,5.67607,5.80546,6.06368,6.25289,6.08584,0,0.0,7319.188367990924
1.0,4.96311,5.28405,5.76756,5.99356,6.09295,5.58139,0,0.0,1758.0206887110344
1.0,5.32667,5.26338,5.32664,5.49077,5.87976,5.29577,1,1.0,8822.38932346893
57.0,5.84577,5.73866,6.09579,7.04213,6.86185,6.45009,0,0.0,4150.746638360019
54.0,6.71824,6.67591,6.62921,6.69208,6.77713,6.6409,0,0.0,14526.555550182911
49.0,6.69362,6.69206,6.55205,6.96309,7.00212,6.56569,0,1.0,13782.970487318504
1.0,6.72656,6.79485,6.84462,7.12304,7.28513,6.84108,0,0.0,10080.349584512887
42.0,6.57253,6.66524,6.90852,7.12336,7.2299,6.9194,0,0.0,4895.499949468205
2.0,7.10757,7.01587,6.86325,6.93367,6.86396,6.87447,0,0.0,16661.837994394344
58.0,6.86402,6.96182,7.1582,7.13194,7.10592,6.79929,0,1.0,5244.12338476287
49.0,6.03469,6.33622,6.50149,6.65318,6.57369,6.24493,0,0.0,4166.390157533794
28.0,6.0564,5.9694,5.9293,5.90295,6.00984,6.07984,1,0.0,14393.625130080385
42.0,5.72734,5.80028,6.09596,6.32929,6.43163,5.9923,0,1.0,15041.281085402257
49.0,5.56463,5.71237,5.79114,6.29156,6.35707,5.61736,1,0.0,12201.786852597272
53.0,6.07532,6.2744,6.39203,6.72977,6.79266,6.43588,0,0.0,6674.572267389596
59.0,5.45306,5.38615,5.34764,5.60507,5.5115,5.27474,0,0.0,14491.512945469894
15.0,5.70981,5.65708,5.6757,5.93123,6.04798,5.71026,0,0.0,13743.852061654441
57.0,7.25638,6.84004,6.63863,7.28828,7.50068,7.24694,0,1.0,4903.7842584305245
57.0,6.16458,6.1211,6.14847,6.43225,6.50299,6.13564,0,1.0,15729.492493131394
48.0,5.77878,5.76326,5.7675,5.87096,5.85718,5.82127,0,0.0,12975.797963052288
25.0,5.23201,5.19434,5.07112,5.0378,5.19305,5.1719,1,0.0,13746.545650708236
28.0,5.8048,5.91488,5.85599,6.14879,5.95458,5.80654,0,0.0,12647.741366053415
42.0,6.49561,6.41423,6.67046,6.99134,7.01725,6.81965,0,0.0,6476.831676824962
58.0,6.18638,6.3276,6.53732,6.67895,6.89845,6.79352,0,0.0,4093.111569144143
49.0,6.45848,6.5012,6.61429,7.10717,7.48087,6.47577,0,0.0,8175.912246040536
42.0,6.63154,6.73055,6.88712,7.09479,7.21592,6.93387,0,0.0,7061.742944548588
1.0,6.21364,6.22072,6.21901,6.58755,6.7188,6.29941,0,1.0,13407.990566114117
1.0,5.83258,5.81632,6.0485,6.42118,6.52417,5.9352,0,1.0,6218.539720821738
15.0,5.93422,6.02042,6.02178,6.16194,6.2981,6.03389,1,0.0,11914.779225449009
28.0,5.31117,5.2156,5.17882,5.22075,5.23926,5.24895,0,0.0,14965.846607430616
49.0,6.58708,6.50298,6.31068,6.30572,6.57529,6.42461,0,0.0,15898.45849129396
58.0,6.29603,6.12979,6.02571,6.01346,6.00848,6.0531,1,0.0,14317.791382877764
54.0,6.14117,6.15224,6.1429,6.20358,6.32862,6.19888,1,0.0,14050.802861166514
4.0,5.31983,5.36565,5.84442,6.62369,6.5612,6.40916,0,0.0,1753.3255236078166
60.0,6.05136,5.6764,5.74433,6.04121,6.32167,5.89978,0,0.0,15037.281924262657
42.0,5.75064,5.68161,5.60564,5.79947,5.96404,5.7598,1,0.0,14191.654891481314
15.0,6.83755,5.83484,5.70753,5.77657,5.73427,6.03069,1,0.0,15359.572983710237
49.0,6.61975,6.1855,6.5041,6.88958,7.01239,6.45737,1,0.0,10826.083808694271
42.0,5.1541,5.28526,5.32419,5.38975,5.63934,5.43932,0,0.0,9054.714195718752
1.0,5.70932,5.93242,6.14307,6.28631,6.39785,5.91352,0,0.0,3748.319239660018
57.0,5.29585,5.19434,5.3109,5.56056,5.67474,5.66296,1,0.0,13064.320830177296
60.0,5.89592,6.1933,6.14594,6.59144,6.8502,6.17651,1,0.0,12445.68430566895
42.0,6.55748,6.63863,6.88928,7.11491,7.22614,6.83738,0,0.0,4432.29853137562
15.0,6.9684,7.11264,7.06297,6.97097,7.13114,7.00847,1,0.0,11641.213714381338
28.0,5.34598,5.41554,5.38078,5.99886,6.23133,5.7745,0,1.0,13830.452877992475
28.0,6.48903,6.60295,6.63717,6.6656,6.626,6.50611,0,0.0,9686.987280271822
2.0,6.04091,6.10371,6.2024,6.23731,6.23987,6.35808,0,0.0,8716.039546622098
50.0,5.24094,5.37155,5.40211,5.51155,5.65171,5.47725,1,0.0,12775.8526925215
42.0,6.97977,6.25952,5.65124,5.58081,5.65183,6.20341,1,0.0,14883.849145696015
28.0,6.80282,6.82795,6.66911,6.58605,6.68164,6.85362,1,1.0,4579.965645898816
49.0,6.77269,6.95243,6.85925,7.00598,6.92669,6.78506,0,0.0,11890.896389085769
49.0,6.58282,6.67107,6.98067,7.53533,7.57332,7.03967,1,0.0,13105.08508380759
28.0,6.57041,6.02317,5.96503,6.26072,6.55902,6.46754,0,0.0,16837.04066166544
28.0,6.19913,6.0942,5.95452,5.99459,6.07886,6.11006,0,0.0,15691.086285164223
28.0,4.86104,4.53206,4.66755,5.31143,5.53674,5.04773,0,0.0,12532.411146976736
28.0,6.72674,6.56965,6.57896,6.66215,6.45275,5.93727,0,1.0,10605.111234299467
15.0,5.53945,5.79238,6.49476,6.69982,6.97394,6.33793,0,0.0,1159.3259293952615
57.0,5.50093,5.47489,5.49029,5.71352,5.88928,5.55554,0,0.0,11049.685266366254
53.0,6.20968,6.14123,6.07793,6.25294,6.3111,6.24574,0,0.0,14842.640098457136
57.0,5.38828,5.16224,5.2283,5.00062,5.44787,4.94944,0,0.0,15471.27936776218
15.0,5.60782,5.58738,5.46444,5.53663,5.7022,5.47487,0,0.0,14910.466941564464
42.0,6.22958,6.14962,6.20045,6.43765,6.52809,6.27279,1,0.0,13009.535017265625
53.0,5.98381,6.04663,6.13718,6.42675,6.469,5.9997,0,1.0,16374.049481903285
57.0,6.01205,5.82579,5.94578,6.44239,6.51665,5.94195,1,0.0,12929.93142048373
57.0,5.58137,5.55465,5.75655,5.97151,6.0756,5.7091,0,0.0,7464.647988533605
42.0,6.19461,6.24341,6.46199,6.85591,7.00928,6.61377,1,0.0,11129.559744566197
15.0,5.85028,5.68674,5.74391,5.94423,6.12643,6.06986,1,0.0,13594.007389505901
75.0,6.32971,6.28718,6.24161,6.22556,6.22162,6.18273,1,0.0,13542.43369892553
28.0,7.1307,6.44351,6.03859,5.88143,5.4139,5.38645,0,0.0,16558.48193290599
28.0,5.98811,6.02405,5.91596,6.00963,6.1562,6.05295,1,0.0,14321.770267827018
15.0,6.00859,6.05703,5.88809,5.82867,6.40038,6.25774,0,1.0,8332.969184373118
28.0,5.47227,5.35272,5.25603,6.02046,6.57913,5.87213,0,0.0,13105.066146683848
54.0,7.01966,6.99891,7.00712,7.10893,7.26042,7.07422,0,0.0,13184.38420924809
54.0,6.66276,6.25844,6.10416,6.34972,6.43523,6.24315,0,0.0,17279.274319331937
28.0,5.87374,5.96162,5.99657,6.10568,6.00074,5.92756,1,1.0,9384.453297716549
28.0,6.54264,6.49261,6.81593,6.93842,7.07873,7.01374,0,0.0,5055.6320350552905
28.0,6.2336,6.48302,6.64417,6.96016,7.02785,6.40452,0,0.0,4681.101305710789
28.0,5.32279,5.30004,5.25534,5.57119,5.92112,5.77198,0,0.0,14177.977839452178
75.0,6.05562,6.09492,6.27967,6.3544,6.34261,6.33875,1,0.0,12402.119279786319
28.0,6.59947,6.95208,6.93321,6.9901,7.28916,7.5861,0,0.0,8312.76447333338
28.0,6.00828,5.98745,6.10666,6.35911,6.46236,6.2792,0,0.0,9518.543057342391
53.0,6.55267,6.48654,6.53534,6.67064,6.78087,6.696,0,0.0,12059.138744035195
54.0,5.90977,5.88809,6.02764,6.06446,6.08456,6.09168,1,0.0,12970.145137001677
42.0,6.83888,6.72827,6.8002,6.88193,6.93262,6.85904,0,0.0,12668.107479428098
50.0,5.82726,5.62918,5.52584,5.60153,5.86547,5.67719,0,0.0,15544.096686490444
1.0,6.24192,6.35825,6.72663,6.99526,7.0687,6.62934,0,0.0,1860.651360234804
57.0,6.2129,6.15225,5.95331,6.0293,6.10903,5.91913,0,0.0,15055.870079418333
1.0,6.11764,6.16731,6.47477,6.77768,6.92985,6.1815,0,0.0,3867.178622565647
57.0,5.90464,5.83353,5.73455,5.81201,5.82218,5.76971,1,0.0,13678.318276980097
57.0,5.9243,6.05392,5.96793,6.22887,6.22971,6.02712,1,1.0,9035.545483092104
53.0,5.49271,5.68568,5.83286,6.34791,6.3882,5.73963,0,0.0,5198.566208635951
53.0,6.15235,6.24232,6.24895,6.32249,6.36312,6.29306,1,0.0,13242.567368004427
49.0,6.82195,6.94545,7.15248,7.46645,7.49309,7.10611,1,0.0,11537.852988139364
49.0,5.50701,5.76281,5.79185,5.88362,6.15829,5.74218,1,0.0,12429.772645019351
54.0,6.96588,6.94913,6.99955,6.70399,6.52609,6.20913,0,0.0,11409.75955112119
28.0,5.90893,6.40976,6.33126,6.97121,7.33443,6.9968,1,0.0,12366.866002064671
57.0,6.44506,6.39552,6.35971,6.46915,6.62479,6.39871,0,0.0,14536.695457627162
42.0,6.93832,7.01949,7.27748,7.51053,7.60255,7.351,0,0.0,5118.074231885844
53.0,6.06417,6.20884,6.40109,6.54187,6.59262,6.42043,0,0.0,5112.713035762771
15.0,5.7951,5.86774,5.81942,5.80362,6.07658,5.72796,0,0.0,14166.27365527142
15.0,5.8844,5.93745,6.01507,6.2487,6.39548,6.05374,0,1.0,13462.185685640714
57.0,6.48818,6.59179,6.72778,6.89198,6.94969,6.68998,0,0.0,7196.565176176346
53.0,6.37416,6.29489,6.18913,6.11418,5.95585,6.06533,1,1.0,5253.647038020213
15.0,5.95548,5.9048,5.9675,6.02501,5.99489,5.87934,0,0.0,11932.58459112932
54.0,6.05924,6.16954,6.14816,6.18906,6.14503,6.05597,0,1.0,7759.176550772323
42.0,5.63472,5.88236,6.10571,6.40774,6.37041,6.00584,1,0.0,11893.753942673418
60.0,5.96828,5.96047,6.01049,6.35072,6.57045,6.20002,1,0.0,11600.85882970763
28.0,6.21412,6.29561,6.315,6.54164,6.71627,6.49935,0,0.0,10202.571443815357
16.0,6.72228,6.63126,6.83127,7.26231,7.52192,7.13721,0,0.0,7745.77713725976
40.0,5.60162,5.52532,5.56129,5.75947,5.72839,5.57333,0,0.0,12773.968351892097
60.0,5.70141,5.79183,6.04591,6.3204,6.89449,6.00433,0,0.0,4504.814199560926
57.0,6.2253,6.69914,6.66019,6.90808,7.10301,6.3081,0,0.0,5544.0991070826885
54.0,6.70686,6.69831,6.84602,7.11135,7.03511,6.51108,0,0.0,7926.239230131259
1.0,6.47701,6.6572,6.83442,7.00735,7.08449,6.47757,0,0.0,5455.082947766543
1.0,5.92972,5.53589,5.04939,5.12401,5.276,5.28773,0,1.0,10650.901647835231
15.0,5.01689,5.13417,4.99395,5.0784,5.22619,4.91984,1,1.0,9063.013419685432
15.0,6.68766,6.90606,7.18296,7.33807,7.32548,6.7621,0,0.0,3044.0707458916286
57.0,6.35555,6.62466,6.39295,6.63907,6.77255,6.55583,0,1.0,9225.1909028427
28.0,6.24551,6.40694,6.29962,6.35133,6.42407,6.32728,1,1.0,8090.180959433438
28.0,5.33621,5.27413,5.63823,6.0795,5.91473,5.5649,1,1.0,13101.085449099686
15.0,6.66229,6.61144,6.83901,6.92843,6.96085,6.84011,0,0.0,7650.936930038216
57.0,5.81493,5.64855,5.8624,6.04733,6.33913,5.82574,1,1.0,9514.501158641808
54.0,5.82366,5.89784,5.83068,5.85378,5.90158,5.82768,0,0.0,13804.776033464026
42.0,5.5266,5.68217,6.04364,6.39277,6.41739,5.8635,1,0.0,12520.23590997894
28.0,5.67449,5.56126,6.16858,6.8987,6.94852,6.51714,0,1.0,15334.189855782115
49.0,5.36345,5.33917,5.33506,5.6365,5.80945,5.74968,0,0.0,11278.973469896635
42.0,6.10092,6.07273,6.10749,6.28471,6.31617,6.14832,1,0.0,12805.283152577107
15.0,6.13483,5.94831,6.04276,6.32544,6.99231,6.04062,0,0.0,12904.134011023893
1.0,6.18863,5.64297,5.44381,5.39464,5.62302,5.59217,0,0.0,16791.52286823086
49.0,6.02248,6.00338,6.09063,6.38337,6.60516,6.03131,1,0.0,12644.745690446704
15.0,6.91925,7.08858,7.07246,7.13847,7.23402,7.04647,1,1.0,9163.71931067303
42.0,7.03746,6.17148,5.52983,5.5757,5.67719,6.02747,0,1.0,15987.012930617984
42.0,6.83791,6.67674,6.77812,7.15974,7.20342,6.84926,1,0.0,11339.584107087654
42.0,6.22613,6.23025,6.37311,6.71375,6.86314,6.58761,0,0.0,7770.719813697782
15.0,6.18899,6.1778,6.0797,6.13085,6.29078,6.05229,1,0.0,13831.734541970152
57.0,6.67473,6.61316,6.55023,6.60293,6.74335,6.58331,0,0.0,15044.292786989183
42.0,6.1954,5.951,5.96202,6.12646,6.32816,6.26331,1,0.0,13740.4214620491
49.0,6.07082,6.20247,6.36678,6.49842,6.58662,6.40637,1,0.0,11971.584840013538
54.0,6.41923,6.36844,6.32336,6.3742,6.59918,6.48346,0,0.0,14645.54957848441
42.0,5.6703,5.79259,6.36103,6.58548,6.66832,6.45226,0,0.0,569.1039720442677
1.0,6.13763,5.56758,5.4375,5.47319,5.4701,5.44673,0,0.0,17009.48701654074
15.0,7.0214,6.89927,6.94514,7.1288,7.17586,6.87138,0,0.0,13470.621214025174
2.0,5.78844,5.58996,5.51471,6.03933,6.32341,5.87157,1,0.0,13833.214748447155
58.0,5.19242,5.07778,5.21408,6.04822,6.43768,5.59872,1,0.0,11752.479140974034
57.0,6.06979,6.11849,6.18585,6.29993,6.34985,5.85788,0,1.0,12993.698127474792
40.0,6.08319,5.94639,5.89057,5.90131,5.94251,5.89602,0,0.0,15632.446443102557
42.0,5.32147,5.3001,4.88441,4.88476,5.34327,5.43414,1,0.0,14506.882029027722
1.0,5.28451,5.45247,5.83446,6.09907,6.17127,5.60948,1,0.0,13092.382169358727
28.0,5.96891,5.88021,5.96787,6.32708,6.56097,6.09273,0,0.0,10823.97348020816
54.0,6.16806,6.35833,6.5525,6.81503,6.87315,6.63787,0,0.0,3754.6253033089597
42.0,6.19077,6.32664,6.48139,6.70844,6.79738,6.54336,1,0.0,11479.12679690527
53.0,5.26305,5.2601,5.27197,5.4881,5.58716,5.40983,0,0.0,11805.031344702154
42.0,6.00905,6.16469,6.10215,6.47688,6.71,6.27655,0,0.0,11638.878559493722
52.0,6.00228,6.15053,6.50558,6.75045,6.84888,6.35779,0,0.0,1600.2118725105593
42.0,5.73158,5.77391,5.86501,6.05135,6.21092,5.93288,1,0.0,11823.781415830077
15.0,5.93165,5.92527,5.87244,5.94944,6.03584,5.89186,0,0.0,14291.09407384578
42.0,5.72978,5.67581,5.61688,5.65359,5.65245,5.67561,0,0.0,14571.577793150413
57.0,5.97716,5.96481,5.89755,6.19266,6.51854,5.95695,0,1.0,6194.887746430099
53.0,6.26084,6.11768,6.07274,6.37429,6.6602,6.54173,0,0.0,15320.5862637403
53.0,6.93845,6.95529,6.90084,7.09579,7.25685,6.95369,0,0.0,13909.515483996336
58.0,5.51224,5.52518,5.55399,5.77971,5.96888,5.58957,0,0.0,10352.605753407743
1.0,6.33368,6.59405,6.30798,6.57072,6.82782,6.47113,1,0.0,13196.225329902782
1.0,6.75013,6.81055,7.04853,7.24223,7.24324,6.73232,0,0.0,5404.3010945981
1.0,6.22981,6.12257,6.11062,6.49274,6.70517,6.35995,1,0.0,13671.738566122094
49.0,5.96431,6.02603,6.11511,6.19245,6.3203,6.02184,0,0.0,8719.479466375573
43.0,6.25074,6.09166,6.02945,6.46113,6.91218,6.82351,1,0.0,13865.731161295025
54.0,6.3053,6.32761,6.32472,6.49429,6.69414,6.5037,0,1.0,14032.745970717995
1.0,6.00043,5.97245,6.15064,6.45761,6.60488,6.06465,1,0.0,12217.452185743263
57.0,6.59199,6.73979,6.58675,6.75857,7.14099,6.52482,1,0.0,10936.359042878354
1.0,6.48414,6.47049,6.37979,6.26723,6.03878,6.37326,1,0.0,13866.558137627797
42.0,6.56417,6.6018,6.64091,6.71169,6.73529,6.56788,0,0.0,11181.78709380872
54.0,5.44328,5.3543,5.33533,5.28238,5.31683,5.19211,1,0.0,13793.81869599495
28.0,6.38352,6.42824,6.45764,6.64308,6.70481,6.52819,0,0.0,10539.122443392202
28.0,4.923,4.90468,4.81954,4.80628,4.93435,4.87901,0,0.0,12828.088215332658
42.0,5.71741,5.63445,5.67076,6.07193,6.25116,5.94109,0,0.0,13553.472651625692
42.0,6.88313,6.95479,7.00612,7.00014,6.98334,6.99249,0,0.0,10031.066377901314
42.0,6.22458,6.24549,6.20368,6.28739,6.31395,6.26507,0,0.0,13374.37815516936
49.0,6.2912,6.32781,6.27149,6.38684,6.41445,6.2107,0,1.0,15427.907507653425
42.0,5.70591,5.68435,5.65544,5.81905,5.94971,5.80039,0,1.0,13488.571726524337
28.0,5.65494,5.7449,5.80371,6.21329,6.46214,6.08068,0,0.0,10359.774783048471
15.0,5.94208,5.51412,5.54344,5.7995,5.86969,5.62994,0,0.0,14812.794344699145
57.0,5.79473,5.60416,5.82665,6.1915,6.30771,5.92283,0,0.0,9224.030943692323
1.0,5.45557,5.54113,6.10922,6.23982,6.08944,5.55342,1,0.0,13877.362013212494
28.0,6.27125,6.33403,6.5245,6.8622,6.95052,6.57598,0,0.0,5492.380776125914
42.0,6.54643,6.68902,6.84708,6.97756,7.10458,6.84988,0,0.0,6246.255241017459
57.0,5.30245,5.32523,5.34916,5.5103,5.65238,5.27794,0,0.0,11009.900135969416
28.0,6.14262,6.13223,6.21574,6.26638,6.24638,6.23675,1,0.0,13036.10183597309
42.0,6.44858,6.42945,6.49247,6.66954,6.81414,6.70276,0,0.0,12687.612742029514
59.0,6.47853,6.51605,6.43539,7.17321,7.31831,6.67089,0,0.0,12477.591649661836
54.0,5.04388,5.23736,5.75785,5.89085,6.05156,5.44951,0,0.0,1996.804757338692
57.0,6.58143,6.69928,6.65611,6.82469,6.96142,6.70621,1,0.0,11825.790926281836
54.0,5.47949,5.55548,5.89374,6.42309,6.65068,5.90033,0,0.0,2662.476921686871
